country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,purchase_year,purchase_month,purchase_day,purchase_hour,day_of_week,is_weekend,season,days_since_last_purchase,chest_waist_ratio,waist_hip_ratio,chest_hip_ratio,height_weight_ratio,body_surface_area,bmi_category,is_proportional,discount_amount,is_discounted,is_high_value,user_purchase_count,user_total_purchases,user_return_rate,user_avg_price,user_price_std,price_vs_user_avg,prev_purchased_size,prev_fit_feedback,prev_category,prev_brand,user_experience_level,brand_return_rate,brand_avg_price,category_return_rate,category_avg_price,subcategory_avg_price,brand_category_purchases,is_favorite_brand,size_numeric,user_usual_size,is_usual_size,gender_body_type,gender_category,age_group,height_category,weight_category,size_delta_height_cm,size_delta_chest_bust_cm,size_delta_waist_cm,size_delta_hip_cm
India,App,Biba,Tops,Sweatshirt,Blue,Leather,963.97,35,626.5805,Female,26,167.7,66.5,23.645882114076983,Pear,91.2,72.1,95.9,2024,7,2,22,1,0,3,365.0,1.2649098474341194,0.751824817518248,0.9509906152241918,2.5218045112781957,1.7532828846866848,Normal,1,337.3895,1,0,1,1,0.0,626.5805,0.0,0.0,No History,No History,No History,No History,New,0.6886326194398682,2368.830215815486,0.6960877862595419,1051.7262104007634,1043.9305948553051,1,0,2,S,1,Other,Female_Tops,Young,Average,Average,-1.6715784313725806,-1.9902156862745102,-2.7470588235294144,1.9215686274509949
UAE,Web,Nike,Bottoms,Jeans,White,Denim,2694.11,15,2289.9935,Male,38,175.6,100.0,33.111337114274,Inverted Triangle,109.50100000000002,88.8,102.0,2024,11,13,17,2,0,4,0.0,1.2348314606741573,0.8725490196078431,1.0774509803921568,1.7198824681684624,2.1751165603843483,Obese,1,404.1165000000001,1,0,4,5,1.0,2289.9935,0.0,0.0,XL,Slightly Loose,Bottoms,Nike,Regular,0.6321243523316062,3016.233515544041,0.7043357933579336,1711.5967151752768,1745.3375795454544,4,1,5,XL,1,Other,Male_Bottoms,Adult,Tall,Very Heavy,9.48159770114944,16.01243678160921,13.562068965517241,9.059770114942523
India,Web,Gap,Bottoms,Trousers,Blue,Cotton,2835.31,30,1984.717,Female,33,154.6,60.5,25.312578971062493,Petite,86.6,68.2,90.6,2024,1,11,22,3,0,1,0.0,1.2697947214076244,0.7527593818984548,0.955849889624724,2.5553719008264464,1.587776017352373,Overweight,1,850.5930000000001,1,0,3,5,1.0,1984.717,0.0,0.0,M,Too Large,Bottoms,Gap,Beginner,0.7395659432387313,2498.905944908181,0.7043357933579336,1711.5967151752768,1694.2548805555557,3,1,3,M,1,F_Petite,Female_Bottoms,Adult,Short,Average,-12.473076923076945,-5.069230769230771,-5.428205128205121,-1.8243589743589723
India,App,Marks & Spencer,Outerwear,Blazer,Red,Cotton,5169.69,35,3360.2985,Female,39,165.6,61.4,22.38967070410045,Petite,88.3,69.9,93.2,2023,10,31,0,1,0,4,365.0,1.2632331902718168,0.75,0.9474248927038628,2.6970684039087947,1.6794095652264316,Normal,1,1809.3915,1,1,1,1,0.0,3360.2985,0.0,0.0,No History,No History,No History,No History,New,0.7051926298157454,2221.556347571189,0.6914893617021277,4119.835555673759,4195.299175355451,1,0,1,XS,1,F_Petite,Female_Outerwear,Adult,Average,Average,-1.954718750000012,-6.129703125000006,-6.034374999999997,-0.7328124999999943
Australia,App,Adidas,Ethnicwear,Anarkali,Purple,Cotton,5938.73,25,4454.0475,Female,28,176.1,66.6,21.476104931087825,Apple,92.6,73.4,98.0,2024,4,14,19,6,1,2,0.0,1.2615803814713895,0.7489795918367348,0.9448979591836734,2.6441441441441444,1.817684082610952,Normal,1,1484.6825,1,1,6,7,1.0,4454.0475,0.0,0.0,L,Too Large,Ethnicwear,Adidas,Expert,0.7126050420168067,2914.161882352941,0.7192982456140351,3781.1896993620417,3895.1056884057966,6,1,4,L,1,Other,Female_Ethnicwear,Young,Tall,Average,7.521295081967224,-3.3606557377049313,-3.3901639344262264,1.885245901639351
UAE,App,Calvin Klein,Accessories,Handbag,Green,Silk,3141.17,50,1570.585,Female,34,157.5,44.1,17.77777777777778,Petite,78.0,62.2,85.0,2024,10,10,21,3,0,4,0.0,1.260096930533118,0.7282352941176471,0.9176470588235294,3.571428571428571,1.4069579857368004,Underweight,1,1570.585,1,0,2,5,1.0,1570.585,0.0,0.0,M,Too Large,Accessories,Calvin Klein,Beginner,0.7116357504215851,3198.191892074199,0.7011739594450374,1425.4319487726789,1295.3241807909606,2,0,3,M,1,F_Petite,Female_Accessories,Adult,Short,Light,-5.189583333333331,-12.333333333333329,-9.758333333333326,-7.65625
India,Store,Zara,Dresses,Sheath,Beige,Synthetic,3527.65,15,2998.5025,Female,28,163.8,65.1,24.263485801947336,Athletic,90.0,71.1,94.4,2025,1,27,2,0,0,1,0.0,1.2658227848101269,0.7531779661016949,0.9533898305084744,2.516129032258065,1.7081099378414952,Normal,1,529.1475,1,0,5,8,1.0,2998.5025,0.0,0.0,L,Too Large,Dresses,Zara,Regular,0.7191650853889943,2310.2258776091085,0.6848013816925734,2658.4379775474954,2656.193021857923,5,1,4,L,1,F_Athletic,Female_Dresses,Young,Average,Average,-2.7093023255814046,-4.693046511627912,-4.467441860465129,-1.1604651162790702
India,App,Biba,Ethnicwear,Saree,Navy,Polyester,7262.46,30,5083.722,Unisex,28,161.2,56.3,21.66597910214336,Inverted Triangle,85.0,67.4,89.9,2023,12,19,22,1,0,1,365.0,1.261127596439169,0.7497219132369299,0.9454949944382648,2.863232682060391,1.5873476144144312,Normal,1,2178.7380000000003,1,1,1,1,1.0,5083.722,0.0,0.0,No History,No History,No History,No History,New,0.6886326194398682,2368.830215815486,0.7192982456140351,3781.1896993620417,3634.027269230769,1,0,1,XS,1,Other,Unisex_Ethnicwear,Young,Average,Light,-9.043478260869563,-10.869565217391298,-9.752173913043478,-5.206521739130423
USA,Store,Marks & Spencer,Bottoms,Jeans,Blue,Cotton,2331.4,40,1398.84,Female,21,161.2,54.0,20.780868055341763,Athletic,83.7,66.5,88.8,2024,9,24,4,1,0,4,0.0,1.2586466165413537,0.7488738738738739,0.9425675675675677,2.985185185185185,1.5594567112893707,Normal,1,932.5600000000002,1,0,2,3,1.0,1398.84,0.0,0.0,XS,Too Small,Bottoms,Marks & Spencer,Beginner,0.7051926298157454,2221.556347571189,0.7043357933579336,1711.5967151752768,1745.3375795454544,2,0,1,XS,1,F_Athletic,Female_Bottoms,Young,Average,Light,-5.629747747747757,-10.56577477477478,-9.18108108108109,-5.210810810810827
India,Store,H&M,Bottoms,Chinos,Red,Cotton,1398.41,35,908.9665,Male,30,173.3,89.7,29.86725553218488,Pear,104.8,85.1,98.1,2024,4,26,1,4,0,2,0.0,1.2314923619271445,0.8674821610601428,1.0682976554536188,1.9319955406911928,2.03906969400939,Overweight,1,489.4435,1,0,2,3,1.0,908.9665,0.0,0.0,XS,Too Small,Bottoms,H&M,Beginner,0.7177121771217713,2430.4570092250924,0.7043357933579336,1711.5967151752768,1643.655101744186,2,0,1,XS,1,Other,Male_Bottoms,Young,Tall,Heavy,7.425858823529438,10.278823529411753,9.315294117647056,3.9894117647058778
India,Store,Roadster,Activewear,Compression Tee,Green,Silk,1489.73,30,1042.811,Unisex,28,170.4,61.9,21.31824593885693,Inverted Triangle,89.4,70.9,94.6,2023,9,15,20,4,0,4,365.0,1.2609308885754584,0.7494714587737845,0.9450317124735732,2.752827140549273,1.72048267046695,Normal,1,446.9190000000001,1,0,1,1,0.0,1042.811,0.0,0.0,No History,No History,No History,No History,New,0.6773648648648649,2299.651870777027,0.7184846505551927,1831.609422273024,1871.484834024896,1,0,2,S,1,Other,Unisex_Activewear,Young,Tall,Average,0.17300000000000182,-5.657158730158713,-5.460317460317455,-0.6460317460317526
Australia,Web,U.S. Polo Assn.,Dresses,Fit & Flare,Olive,Silk,2934.83,30,2054.381,Male,31,174.0,61.0,20.147971991015982,Plus,93.5,76.6,90.7,2024,11,25,22,0,0,4,0.0,1.220626631853786,0.8445424476295479,1.0308710033076074,2.8524590163934427,1.735920006934921,Normal,1,880.4490000000001,1,0,3,3,1.0,2054.381,0.0,0.0,L,Too Large,Dresses,U.S. Polo Assn.,Beginner,0.7243697478991596,2268.3449899159664,0.6848013816925734,2658.4379775474954,2703.526369942196,3,1,4,L,1,Other,Male_Dresses,Adult,Tall,Average,5.579966666666678,-1.2733666666666608,0.39333333333333087,-3.539999999999992
UAE,Store,Under Armour,Ethnicwear,Lehenga,Blue,Synthetic,7545.71,70,2263.713,Female,29,150.7,47.5,20.915444801058896,Plus,78.4,62.2,85.0,2024,9,8,4,6,1,4,365.0,1.2604501607717042,0.731764705882353,0.9223529411764708,3.172631578947368,1.4063493463850822,Normal,1,5281.996999999999,1,0,1,4,0.75,1919.061375,229.76775,344.651625,No History,No History,No History,No History,New,0.7032374100719424,2776.533413669065,0.7192982456140351,3781.1896993620417,3997.402266816144,1,0,1,L,0,Other,Female_Ethnicwear,Young,Short,Light,-14.814285714285717,-14.57144642857142,-12.23571428571428,-8.635714285714286
UK,Store,U.S. Polo Assn.,Dresses,A-Line,Navy,Polyester,2530.83,10,2277.747,Male,16,183.2,100.0,29.82518449304933,Apple,109.50100000000002,88.8,103.4,2023,11,24,4,4,0,4,365.0,1.2312849162011172,0.8655705996131527,1.0657640232108316,1.83016983016983,2.2241894265690747,Overweight,1,253.08300000000008,1,0,1,1,0.0,2277.747,0.0,0.0,No History,No History,No History,No History,New,0.7243697478991596,2268.3449899159664,0.6848013816925734,2658.4379775474954,2479.1718840206186,1,0,4,L,1,Other,Male_Dresses,Teen,Very Tall,Very Heavy,14.779966666666667,14.727633333333358,12.593333333333334,9.16000000000001
India,Web,Levi's,Accessories,Handbag,Navy,Polyester,791.32,10,712.1880000000001,Female,40,172.0,58.9,19.909410492157924,Pear,88.2,70.1,93.8,2025,8,14,21,3,0,3,365.0,1.2582025677603426,0.7473347547974414,0.9402985074626866,2.9202037351443124,1.6959906277047665,Normal,1,79.13199999999995,1,0,1,6,1.0,712.1880000000001,0.0,0.0,No History,No History,No History,No History,New,0.7116666666666667,2290.782280833333,0.7011739594450374,1425.4319487726789,1295.3241807909606,1,0,4,L,1,Other,Female_Accessories,Adult,Tall,Light,2.6948717948718013,-3.8564102564102427,-3.5820512820512818,-0.03333333333333144
USA,App,Allen Solly,Tops,T-Shirt,Navy,Denim,1015.62,50,507.81,Male,29,179.8,79.2,24.49885610139062,Hourglass,101.9,83.2,97.3,2025,3,12,23,2,0,2,0.0,1.2247596153846154,0.855087358684481,1.0472764645426518,2.2702020202020203,1.9863100921713293,Normal,1,507.81,1,0,2,4,1.0,507.81,0.0,0.0,XL,Too Large,Tops,Allen Solly,Beginner,0.7333333333333333,2509.4318096491224,0.6960877862595419,1051.7262104007634,998.7868827683616,2,0,5,XL,1,Other,Male_Tops,Young,Tall,Heavy,12.232203389830516,8.010169491525431,7.920338983050854,3.052542372881348
India,App,Gap,Ethnicwear,Kurti,Pink,Rayon,3500.42,40,2100.252,Unisex,34,177.9,70.3,22.212806267360666,Inverted Triangle,94.6,74.9,99.9,2024,7,19,19,4,0,3,365.0,1.2630173564753002,0.7497497497497497,0.9469469469469468,2.530583214793741,1.8736993199023768,Normal,1,1400.168,1,0,1,5,1.0,2100.252,0.0,0.0,No History,No History,No History,No History,New,0.7395659432387313,2498.905944908181,0.7192982456140351,3781.1896993620417,3631.62046039604,1,0,4,L,1,Other,Unisex_Ethnicwear,Adult,Tall,Average,12.765217391304361,0.8695652173912976,0.33478260869566157,4.567391304347822
Singapore,App,Gap,Tops,T-Shirt,Black,Cotton,1151.64,30,806.148,Female,43,165.0,72.9,26.77685950413224,Apple,94.1,74.1,98.1,2024,8,16,22,4,0,3,365.0,1.269905533063428,0.7553516819571865,0.9592252803261978,2.2633744855967075,1.801778427072684,Overweight,1,345.4920000000001,1,0,1,1,0.0,806.148,0.0,0.0,No History,No History,No History,No History,New,0.7395659432387313,2498.905944908181,0.6960877862595419,1051.7262104007634,998.7868827683616,1,0,2,S,1,Other,Female_Tops,Middle,Average,Average,-2.3371235955056306,0.3202247191011196,-0.9292134831460714,3.3370786516853883
India,Web,Gap,Tops,Henley,Green,Denim,1490.79,20,1192.632,Male,37,170.2,95.7,33.03640840043027,Pear,106.9,86.5,99.0,2024,12,20,3,4,0,1,365.0,1.2358381502890174,0.8737373737373737,1.0797979797979798,1.778474399164054,2.068709815791513,Obese,1,298.1579999999999,1,0,1,1,1.0,1192.632,0.0,0.0,No History,No History,No History,No History,New,0.7395659432387313,2498.905944908181,0.6960877862595419,1051.7262104007634,1013.4002015503876,1,0,3,M,1,Other,Male_Tops,Adult,Tall,Very Heavy,2.862876404494358,13.120224719101131,11.470786516853934,4.237078651685394
Singapore,Web,H&M,Tops,Polo,Olive,Wool,922.77,25,692.0775,Female,20,158.9,47.6,18.852074975811124,Hourglass,79.8,63.6,85.2,2023,9,24,3,6,1,4,0.0,1.2547169811320753,0.7464788732394366,0.9366197183098592,3.338235294117647,1.462729782266481,Normal,1,230.6925,1,0,3,4,1.0,692.0775,0.0,0.0,M,Too Large,Tops,H&M,Beginner,0.7177121771217713,2430.4570092250924,0.6960877862595419,1051.7262104007634,1101.8847866242038,3,1,3,M,1,Other,Female_Tops,Teen,Short,Light,-6.796065789473687,-13.996078947368431,-11.500000000000007,-8.840789473684211
UK,Web,U.S. Polo Assn.,Tops,T-Shirt,Maroon,Synthetic,1074.08,25,805.56,Female,23,156.0,70.8,29.092702169625245,Athletic,92.6,72.6,95.9,2025,3,13,22,3,0,2,365.0,1.275482093663912,0.7570385818561,0.9655891553701772,2.2033898305084745,1.708621205285389,Overweight,1,268.52,1,0,1,5,1.0,805.56,0.0,0.0,No History,No History,No History,No History,New,0.7243697478991596,2268.3449899159664,0.6960877862595419,1051.7262104007634,998.7868827683616,1,0,1,XS,1,F_Athletic,Female_Tops,Young,Short,Average,-12.654911764705872,-2.5058921568627426,-3.640196078431373,0.670588235294133
India,Store,Marks & Spencer,Tops,T-Shirt,Purple,Blends,1149.12,25,861.8399999999999,Female,23,166.9,60.9,21.862741472902584,Rectangle,88.3,70.0,93.3,2025,5,8,3,3,0,2,365.0,1.2614285714285711,0.7502679528403001,0.9464094319399784,2.7405582922824303,1.6830984386833805,Normal,1,287.28,1,0,1,1,1.0,861.8399999999999,0.0,0.0,No History,No History,No History,No History,New,0.7051926298157454,2221.556347571189,0.6960877862595419,1051.7262104007634,998.7868827683616,1,0,1,XS,1,Other,Female_Tops,Young,Average,Average,-1.9584494382022513,-7.37080898876404,-6.5325842696629195,-2.8134831460674263
India,Store,FabIndia,Footwear,Running Shoes,Brown,Polyester,6185.67,0,6185.67,Unisex,22,161.0,84.7,32.67620847961113,Inverted Triangle,100.3,78.3,103.0,2025,7,25,20,4,0,3,365.0,1.280970625798212,0.7601941747572816,0.9737864077669902,1.900826446280992,1.886537894343704,Obese,1,0.0,0,1,1,7,1.0,6185.67,0.0,0.0,No History,No History,No History,No History,New,0.7055555555555556,2134.0007064814813,0.6825726141078838,4824.713633125864,4563.35247639485,1,0,-1,Other,1,Other,Unisex_Footwear,Young,Average,Heavy,-5.39245283018866,4.396226415094347,1.9471698113207623,6.205660377358484
India,Web,Puma,Tops,Shirt,Blue,Denim,1164.87,10,1048.383,Female,31,161.1,72.5,27.93488743781598,Inverted Triangle,93.7,73.6,97.3,2023,12,8,1,4,0,1,365.0,1.2730978260869568,0.7564234326824254,0.9630010277492292,2.222068965517241,1.766665154932741,Overweight,1,116.48699999999984,1,0,1,1,0.0,1048.383,0.0,0.0,No History,No History,No History,No History,New,0.6792452830188679,2838.565890566038,0.6960877862595419,1051.7262104007634,1085.1938608815428,1,0,2,S,1,Other,Female_Tops,Adult,Average,Average,-7.389999999999986,-0.2971857142857033,-1.8285714285714363,2.8499999999999943
India,App,Marks & Spencer,Bottoms,Leggings,Blue,Rayon,2435.33,20,1948.264,Male,23,167.7,72.4,25.743787444498857,Hourglass,96.7,78.8,91.9,2024,10,24,18,3,0,4,365.0,1.2271573604060917,0.8574537540805223,1.0522306855277477,2.3162983425414363,1.817781522989152,Overweight,1,487.0659999999998,1,0,1,1,0.0,1948.264,0.0,0.0,No History,No History,No History,No History,New,0.7051926298157454,2221.556347571189,0.7043357933579336,1711.5967151752768,1696.785991780822,1,0,3,M,1,Other,Male_Bottoms,Young,Average,Average,0.8702522522522429,2.4342252252252194,3.118918918918908,-2.1108108108108183
India,Web,H&M,Activewear,Tank,Black,Rayon,1562.74,5,1484.6029999999998,Female,38,155.1,55.0,22.863309418311683,Rectangle,83.4,66.0,87.9,2024,5,24,6,4,0,2,365.0,1.2636363636363637,0.7508532423208191,0.9488054607508531,2.82,1.5283190275638137,Normal,1,78.13700000000017,1,0,1,1,0.0,1484.6029999999998,0.0,0.0,No History,No History,No History,No History,New,0.7177121771217713,2430.4570092250924,0.7184846505551927,1831.609422273024,1754.9590066964286,1,0,1,XS,1,Other,Female_Activewear,Adult,Short,Light,-17.512914285714288,-14.771428571428572,-13.430000000000007,-7.758571428571415
Canada,Store,Uniqlo,Footwear,Loafers,Brown,Denim,7567.58,0,7567.58,Female,34,164.0,73.7,27.40184414039263,Inverted Triangle,94.5,74.3,98.3,2025,7,28,18,0,0,3,0.0,1.271870794078062,0.7558494404883012,0.9613428280773144,2.225237449118046,1.802195063834132,Overweight,1,0.0,0,1,4,4,1.0,7567.58,0.0,0.0,5,Too Small,Footwear,Uniqlo,Regular,0.6401446654611211,2511.5163444846294,0.6825726141078838,4824.713633125864,5332.064838912133,4,1,-1,Other,1,Other,Female_Footwear,Adult,Average,Average,-0.697777777777759,-0.4755777777777723,-1.440000000000012,2.8955555555555605
India,Web,Roadster,Outerwear,Blazer,Maroon,Cotton,7780.87,15,6613.7395,Female,32,164.5,67.5,24.94433717352944,Athletic,91.3,72.0,95.7,2025,5,2,22,4,0,2,0.0,1.2680555555555555,0.7523510971786833,0.9540229885057472,2.437037037037037,1.739965776778752,Normal,1,1167.1305000000002,1,1,4,5,1.0,6613.739499999999,0.0,9.094947017729282e-13,XS,Too Small,Outerwear,Roadster,Regular,0.6773648648648649,2299.651870777027,0.6914893617021277,4119.835555673759,4195.299175355451,4,1,1,XS,1,F_Athletic,Female_Outerwear,Adult,Average,Average,-2.657142857142844,-1.1734693877551052,-1.936734693877554,1.8285714285714363
India,Web,Nike,Activewear,Track Pants,Red,Silk,4151.61,25,3113.7074999999995,Female,45,162.3,73.4,27.864998259386685,Rectangle,94.2,74.0,97.9,2025,7,5,3,5,1,3,365.0,1.272972972972973,0.755873340143003,0.96220633299285,2.211171662125341,1.785533800962462,Overweight,1,1037.9025,1,0,1,1,1.0,3113.7074999999995,0.0,0.0,No History,No History,No History,No History,New,0.6321243523316062,3016.233515544041,0.7184846505551927,1831.609422273024,1855.7318519230769,1,0,1,XS,1,Other,Female_Activewear,Middle,Average,Average,-2.3396825396825136,-1.5317619047618933,-2.592063492063488,2.953968253968256
India,App,Tommy Hilfiger,Bottoms,Jeans,Brown,Synthetic,3640.27,15,3094.2295,Male,35,165.2,50.0,18.32103137146844,Rectangle,86.4,71.0,85.0,2023,9,3,21,6,1,4,0.0,1.2169014084507044,0.8352941176470589,1.0164705882352942,3.304,1.53633475988471,Underweight,1,546.0405000000001,1,0,2,4,1.0,3094.2295,0.0,0.0,XS,Too Small,Bottoms,Tommy Hilfiger,Beginner,0.7051282051282052,3057.712463369963,0.7043357933579336,1711.5967151752768,1745.3375795454544,2,0,1,XS,1,Other,Male_Bottoms,Adult,Average,Light,-1.0837209302325732,-7.801162790697674,-4.326744186046511,-9.70348837209302
Australia,App,Uniqlo,Footwear,Heels,Brown,Silk,6724.29,40,4034.574,Male,35,179.4,75.6,23.48967013791792,Pear,100.5,82.1,96.3,2025,6,11,5,2,0,3,365.0,1.2241169305724726,0.8525441329179647,1.043613707165109,2.373015873015873,1.9442824444693136,Normal,1,2689.7160000000003,1,1,1,1,0.0,4034.574,0.0,0.0,No History,No History,No History,No History,New,0.6401446654611211,2511.5163444846294,0.6825726141078838,4824.713633125864,4780.372351711027,1,0,-1,Other,1,Other,Male_Footwear,Adult,Tall,Heavy,14.702222222222247,5.524422222222228,6.359999999999985,0.8955555555555605
Singapore,Web,Biba,Activewear,Sports Bra,Blue,Leather,1090.42,0,1090.42,Female,16,157.5,48.4,19.511211892164276,Rectangle,80.0,63.7,85.2,2024,6,17,1,0,0,3,365.0,1.2558869701726845,0.7476525821596244,0.9389671361502347,3.2541322314049586,1.4637065187264704,Normal,1,0.0,0,0,1,1,1.0,1090.42,0.0,0.0,No History,No History,No History,No History,New,0.6886326194398682,2368.830215815486,0.7184846505551927,1831.609422273024,1783.965807017544,1,0,1,XS,1,Other,Female_Activewear,Teen,Short,Light,-8.483636363636379,-11.156381818181814,-9.196363636363628,-7.785454545454542
India,Web,Nike,Bottoms,Skirt,Beige,Silk,2759.06,15,2345.201,Male,20,165.4,50.0,18.27675094929444,Hourglass,86.5,71.1,85.0,2023,9,27,2,2,0,4,0.0,1.2165963431786218,0.8364705882352941,1.0176470588235291,3.3080000000000003,1.5376830133720572,Underweight,1,413.8589999999999,1,0,9,9,1.0,2345.201,0.0,0.0,XS,Too Small,Bottoms,Nike,Expert,0.6321243523316062,3016.233515544041,0.7043357933579336,1711.5967151752768,1789.2865210674158,9,1,1,XS,1,Other,Male_Bottoms,Teen,Average,Light,-0.718402298850549,-6.988563218390809,-4.137931034482762,-7.940229885057477
India,Store,Adidas,Tops,Sweatshirt,Maroon,Linen,1616.15,20,1292.92,Female,36,146.0,61.2,29.10820451843044,Rectangle,86.8,68.0,89.7,2025,1,10,5,4,0,1,365.0,1.276470588235294,0.758082497212932,0.967670011148272,2.369281045751634,1.5230967088565204,Overweight,1,323.23,1,0,1,1,0.0,1292.92,0.0,0.0,No History,No History,No History,No History,New,0.7126050420168067,2914.161882352941,0.6960877862595419,1051.7262104007634,1043.9305948553051,1,0,1,XS,1,Other,Female_Tops,Adult,Short,Average,-21.437662337662317,-6.397402597402603,-6.568831168831167,-4.574025974025972
India,Store,FabIndia,Tops,Polo,Green,Silk,1312.4,25,984.3,Male,27,169.9,92.3,31.975323226175004,Athletic,105.4,85.4,98.0,2024,3,4,7,0,0,2,365.0,1.234192037470726,0.8714285714285714,1.075510204081633,1.840736728060672,2.0345447482837686,Obese,1,328.1,1,0,1,1,1.0,984.3,0.0,0.0,No History,No History,No History,No History,New,0.7055555555555556,2134.0007064814813,0.6960877862595419,1051.7262104007634,1101.8847866242038,1,0,2,S,1,M_Athletic,Male_Tops,Young,Average,Very Heavy,5.633333333333326,10.898469696969713,10.040909090909096,2.922727272727272
UK,App,Nike,Activewear,Track Pants,White,Polyester,4231.08,10,3807.972,Male,30,181.5,79.4,24.102785935994053,Athletic,102.3,83.6,97.9,2024,1,24,17,2,0,1,365.0,1.223684210526316,0.8539325842696628,1.044943820224719,2.285894206549118,2.00205310689421,Normal,1,423.1079999999997,1,1,1,1,0.0,3807.972,0.0,0.0,No History,No History,No History,No History,New,0.6321243523316062,3016.233515544041,0.7184846505551927,1831.609422273024,1855.7318519230769,1,0,3,M,1,M_Athletic,Male_Activewear,Young,Very Tall,Heavy,16.860317460317475,6.568238095238101,7.007936507936506,2.953968253968256
USA,Web,Adidas,Dresses,A-Line,Black,Blends,3224.69,35,2096.0485000000003,Male,41,172.3,78.9,26.57703010278136,Petite,100.3,81.7,95.0,2025,7,22,20,1,0,3,365.0,1.2276621787025703,0.86,1.0557894736842104,2.1837769328263623,1.9227856672699175,Overweight,1,1128.6414999999995,1,0,1,1,0.0,2096.0485000000003,0.0,0.0,No History,No History,No History,No History,New,0.7126050420168067,2914.161882352941,0.6848013816925734,2658.4379775474954,2479.1718840206186,1,0,3,M,1,Other,Male_Dresses,Middle,Tall,Heavy,4.795918367346928,5.526510204081632,5.755102040816325,0.10816326530613196
India,Web,Roadster,Bottoms,Chinos,Maroon,Polyester,1354.11,15,1150.9934999999998,Female,31,159.8,64.9,25.41506044006823,Inverted Triangle,89.5,70.5,93.6,2024,8,8,23,3,0,3,365.0,1.2695035460992907,0.7532051282051283,0.9561965811965812,2.4622496147919875,1.6755734941774512,Overweight,1,203.1165000000001,1,0,1,1,1.0,1150.9934999999998,0.0,0.0,No History,No History,No History,No History,New,0.6773648648648649,2299.651870777027,0.7043357933579336,1711.5967151752768,1643.655101744186,1,0,3,M,1,Other,Female_Bottoms,Adult,Short,Average,-7.886021505376334,-4.952688172043011,-5.146236559139794,-1.1795698924731255
Canada,App,Mango,Bottoms,Skirt,Pink,Rayon,1781.01,30,1246.707,Female,32,150.1,75.3,33.4220890270355,Inverted Triangle,95.5,74.5,97.8,2024,8,19,0,0,0,3,0.0,1.2818791946308723,0.7617586912065439,0.976482617586912,1.9933598937583,1.7056117939823892,Obese,1,534.3030000000001,1,0,2,2,1.0,1246.707,0.0,0.0,M,Slightly Loose,Bottoms,Mango,Beginner,0.7133105802047781,2897.3237721843007,0.7043357933579336,1711.5967151752768,1789.2865210674158,2,0,3,M,1,Other,Female_Bottoms,Adult,Short,Heavy,-16.987912087912093,0.8637362637362713,-1.5626373626373606,3.843956043956041
India,Store,Adidas,Tops,Henley,Yellow,Linen,1219.14,60,487.65600000000006,Female,32,165.2,66.6,24.40361378679596,Athletic,90.9,71.8,95.4,2025,6,5,19,3,0,3,0.0,1.2660167130919222,0.7526205450733752,0.9528301886792452,2.4804804804804803,1.7354022341305664,Normal,1,731.484,1,0,5,5,1.0,487.65600000000006,0.0,0.0,L,Too Large,Tops,Adidas,Regular,0.7126050420168067,2914.161882352941,0.6960877862595419,1051.7262104007634,1013.4002015503876,5,1,4,L,1,F_Athletic,Female_Tops,Adult,Average,Average,-2.2376623376623286,-2.297402597402595,-2.76883116883117,1.1259740259740312
UK,App,Van Heusen,Dresses,Fit & Flare,Red,Silk,4481.99,10,4033.791,Female,23,154.5,50.1,20.988468910044933,Hourglass,80.5,63.9,85.3,2024,5,28,7,1,0,2,365.0,1.2597809076682316,0.7491207502930832,0.9437280187573271,3.0838323353293413,1.4647736132178253,Normal,1,448.19900000000007,1,1,1,2,1.0,2899.438,1604.217397118607,1134.3529999999996,No History,No History,No History,No History,New,0.660245183887916,2193.4145166374783,0.6848013816925734,2658.4379775474954,2703.526369942196,1,0,2,S,1,Other,Female_Dresses,Young,Short,Light,-14.154545454545456,-13.583636363636373,-11.396363636363638,-9.716363636363639
UK,Store,Puma,Accessories,Socks,Pink,Synthetic,3348.44,15,2846.174,Male,40,171.2,84.6,28.86442047340379,Hourglass,102.4,83.2,96.2,2024,5,17,21,4,0,2,0.0,1.2307692307692308,0.8648648648648649,1.0644490644490645,2.023640661938534,1.971464468331413,Overweight,1,502.2660000000001,1,0,4,4,1.0,2846.174,0.0,0.0,XL,Too Large,Accessories,Puma,Regular,0.6792452830188679,2838.565890566038,0.7011739594450374,1425.4319487726789,1642.5750463576155,4,1,5,XL,1,Other,Male_Accessories,Adult,Tall,Heavy,6.523684210526312,10.936842105263167,9.923684210526318,3.8736842105263207
India,App,Levi's,Tops,Sweatshirt,Brown,Synthetic,1614.3,20,1291.44,Female,35,162.9,72.6,27.35863668069645,Petite,93.8,73.8,97.7,2024,11,23,1,5,1,4,0.0,1.2710027100271002,0.7553735926305015,0.9600818833162742,2.243801652892562,1.7819978412205952,Overweight,1,322.8599999999999,1,0,4,5,1.0,1291.44,0.0,0.0,XS,Too Small,Tops,Levi's,Regular,0.7116666666666667,2290.782280833333,0.6960877862595419,1051.7262104007634,1043.9305948553051,4,1,1,XS,1,F_Petite,Female_Tops,Adult,Average,Average,-4.381318681318675,-0.27142857142857224,-1.7428571428571473,3.7934065934066012
