order_id,user_id,purchase_datetime,country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,size_system,recommended_size,purchased_size,fit_feedback,fit_score,returned,return_reason
ORD250810156,U57968,2025-06-20 06:15:34,India,App,Calvin Klein,Bottoms,Leggings,Red,Blends,2585.82,20,2068.66,Unisex,30,155.8,47.4,19.5,Inverted Triangle,79.1,63.0,85.0,Alpha,XS,XS,Perfect,5,0,None
ORD250807895,U93318,2024-05-21 02:05:33,India,App,Forever 21,Ethnicwear,Anarkali,Maroon,Synthetic,2297.6,10,2067.84,Female,31,160.8,63.3,24.5,Rectangle,88.7,70.0,93.0,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250806332,U29117,2024-05-25 18:08:33,India,Store,W,Outerwear,Hoodie,Green,Silk,7431.75,60,2972.7,Male,16,168.9,97.4,34.1,Pear,107.5,86.9,99.2,Alpha,L,M,Slightly Tight,2,1,Fit was slightly tight
ORD250809702,U92343,2025-07-28 00:54:34,India,Web,Biba,Accessories,Backpack,Red,Blends,2353.82,35,1529.98,Female,21,152.8,59.9,25.7,Hourglass,86.1,67.8,90.0,Alpha,XS,XS,Perfect,5,0,None
ORD250800659,U52628,2024-02-23 00:41:32,India,App,Allen Solly,Bottoms,Leggings,Black,Wool,2675.77,25,2006.83,Male,20,183.5,67.3,20.0,Pear,98.5,80.8,95.6,Alpha,M,M,Perfect,5,0,None
ORD250811246,U62837,2025-03-01 22:22:34,Australia,Web,Biba,Activewear,Track Pants,Beige,Synthetic,1746.5,25,1309.88,Female,36,169.9,53.7,18.6,Hourglass,85.3,68.0,91.1,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250802058,U61759,2023-10-08 01:04:32,India,App,Roadster,Ethnicwear,Kurta,Pink,Blends,7179.18,25,5384.39,Unisex,31,163.3,88.4,33.1,Plus,102.2,79.7,104.8,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250811255,U18068,2024-05-19 20:07:34,UK,Store,W,Footwear,Sandals,Olive,Blends,6375.36,15,5419.06,Unisex,27,164.4,50.1,18.5,Apple,82.3,65.6,87.9,Numeric,7,7,Perfect,5,0,None
ORD250810116,U24896,2024-07-09 03:12:34,USA,Web,Adidas,Outerwear,Cardigan,Pink,Rayon,3743.14,35,2433.04,Unisex,28,182.7,86.5,25.9,Rectangle,102.3,80.6,107.0,Alpha,M,XS,Too Small,1,1,Size too small
ORD250801486,U51414,2025-01-12 23:23:32,India,Store,Puma,Bottoms,Shorts,Pink,Silk,2177.58,35,1415.43,Female,19,155.0,72.5,30.2,Hourglass,93.6,73.3,96.6,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250809891,U61565,2025-01-19 21:00:34,India,Web,W,Activewear,Running Shorts,Beige,Rayon,3456.56,20,2765.25,Female,30,160.1,75.1,29.3,Rectangle,95.1,74.5,98.4,Alpha,S,S,Perfect,5,0,None
ORD250810282,U85123,2025-07-18 02:28:34,India,Store,H&M,Footwear,Heels,Navy,Synthetic,5559.22,15,4725.34,Male,21,170.1,75.2,26.0,Apple,98.3,80.1,93.3,Numeric,5,5,Too Small,1,1,Size too small
ORD250807849,U76436,2025-04-23 00:56:33,India,App,W,Bottoms,Shorts,Red,Wool,1284.62,25,963.46,Male,36,174.1,80.4,26.5,Petite,101.2,82.4,95.9,Alpha,M,XL,Too Large,1,1,Size too large
ORD250809246,U91141,2024-08-18 18:46:34,India,App,Adidas,Bottoms,Jeans,Navy,Synthetic,2681.45,40,1608.87,Male,37,174.1,83.8,27.6,Hourglass,102.5,83.4,96.8,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250802051,U69805,2025-07-24 01:48:32,India,Web,Calvin Klein,Footwear,Heels,Green,Rayon,8808.16,20,7046.53,Female,16,157.6,72.3,29.1,Plus,93.5,73.3,96.8,Numeric,10,9,Slightly Tight,2,1,Fit was slightly tight
ORD250800359,U33414,2023-10-15 01:10:32,India,Store,Mango,Tops,Shirt,White,Cotton,1381.65,25,1036.24,Female,23,146.8,71.6,33.2,Hourglass,93.5,72.9,95.7,Alpha,S,S,Perfect,5,0,None
ORD250810505,U43214,2025-03-22 19:23:34,India,Web,Levi's,Bottoms,Shorts,Brown,Cotton,2468.47,20,1974.78,Female,31,165.1,62.2,22.8,Pear,88.6,70.2,93.4,Alpha,S,S,Perfect,5,0,None
ORD250803297,U79604,2023-12-23 20:29:33,UAE,Store,Tommy Hilfiger,Ethnicwear,Kurti,Beige,Cotton,3741.26,20,2993.01,Female,25,156.7,73.0,29.7,Hourglass,93.9,73.5,97.0,Alpha,S,XS,Too Small,1,1,Size too small
ORD250802709,U69894,2025-02-25 02:51:32,USA,App,U.S. Polo Assn.,Activewear,Sports Bra,Purple,Leather,2428.21,15,2063.98,Unisex,30,180.4,51.7,15.9,Plus,87.1,69.7,93.7,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250810668,U11069,2024-02-10 20:32:34,India,App,Van Heusen,Accessories,Handbag,Black,Silk,2942.44,20,2353.95,Male,30,168.9,74.6,26.2,Petite,97.9,79.7,92.8,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250802121,U41122,2024-10-25 19:40:32,UAE,Web,Zara,Ethnicwear,Kurta,Olive,Wool,6927.06,25,5195.3,Male,28,171.3,76.7,26.1,Petite,99.2,80.8,94.1,Alpha,M,M,Perfect,5,0,None
ORD250804472,U67346,2025-06-06 00:08:33,India,App,Uniqlo,Activewear,Sports Bra,Olive,Cotton,2065.16,25,1548.87,Male,39,167.8,65.3,23.2,Plus,93.7,76.6,89.9,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250806582,U82125,2023-10-12 05:30:33,India,Web,Puma,Tops,Sweatshirt,Pink,Silk,1116.62,20,893.3,Male,29,183.0,94.9,28.3,Apple,108.3,88.1,102.1,Alpha,L,L,Perfect,5,0,None
ORD250802235,U39633,2023-10-24 22:03:32,India,App,Allen Solly,Outerwear,Puffer,Olive,Blends,6035.64,5,5733.86,Male,31,189.0,61.2,17.1,Pear,98.1,80.7,96.3,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250803470,U40482,2024-07-15 03:25:33,India,Store,Allen Solly,Dresses,Bodycon,Blue,Silk,4413.33,15,3751.33,Female,34,162.9,67.9,25.6,Petite,91.4,72.0,95.5,Alpha,S,XS,Too Small,1,1,Size too small
ORD250802275,U70644,2024-01-12 23:00:32,India,Web,Biba,Activewear,Tank,Maroon,Leather,2517.39,40,1510.43,Female,32,155.9,47.7,19.6,Rectangle,79.3,63.1,85.0,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250811757,U79696,2024-08-26 05:58:34,India,Web,W,Footwear,Boots,Grey,Wool,2838.73,15,2412.92,Male,44,177.4,95.5,30.3,Plus,107.6,87.3,100.7,Numeric,11,9,Too Small,1,1,Size too small
ORD250805343,U55030,2024-11-14 19:42:33,India,App,Nike,Footwear,Running Shoes,Brown,Polyester,9747.99,20,7798.39,Female,26,159.7,64.6,25.3,Inverted Triangle,89.3,70.4,93.4,Numeric,10,10,Perfect,5,0,None
ORD250806692,U76170,2025-07-05 18:37:33,UAE,App,H&M,Ethnicwear,Sherwani,Olive,Denim,5047.55,30,3533.28,Unisex,33,174.7,83.5,27.4,Inverted Triangle,100.1,78.7,104.3,Alpha,M,XL,Too Large,1,1,Size too large
ORD250806819,U61567,2024-01-06 19:50:33,India,Marketplace,H&M,Bottoms,Chinos,Purple,Linen,1759.23,10,1583.31,Male,21,152.7,62.3,26.7,Athletic,89.6,73.0,85.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250804552,U48088,2024-03-04 23:23:33,India,Web,Nike,Outerwear,Jacket,Purple,Rayon,3924.39,30,2747.07,Female,28,152.5,57.4,24.7,Hourglass,84.6,66.7,88.6,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250805116,U33107,2024-10-25 20:42:33,India,App,Nike,Accessories,Backpack,Maroon,Synthetic,800.97,40,480.58,Female,19,157.4,53.5,21.6,Athletic,82.9,65.7,87.7,Alpha,XS,XS,Perfect,5,0,None
ORD250801588,U33616,2024-03-29 06:41:32,India,App,Biba,Footwear,Sneakers,White,Silk,9213.37,0,9213.37,Female,21,155.2,51.1,21.2,Pear,81.2,64.4,86.0,Numeric,5,5,Perfect,5,0,None
ORD250809799,U63732,2024-03-23 05:32:34,India,Store,Forever 21,Tops,T-Shirt,Brown,Cotton,1027.48,35,667.86,Female,32,159.4,59.5,23.4,Petite,86.5,68.4,91.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250801843,U43738,2023-10-15 23:34:32,India,App,Tommy Hilfiger,Ethnicwear,Kurta,Navy,Blends,6336.67,10,5703.0,Female,16,162.0,60.8,23.2,Plus,87.5,69.2,92.1,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250810723,U20823,2023-11-26 07:21:34,India,App,Gap,Accessories,Backpack,Beige,Leather,2408.88,10,2167.99,Male,26,186.1,91.6,26.4,Hourglass,107.7,87.7,102.2,Alpha,L,L,Perfect,5,0,None
ORD250811725,U26321,2024-04-30 20:26:34,India,App,Gap,Bottoms,Shorts,Maroon,Silk,2253.88,5,2141.19,Female,22,173.1,55.6,18.6,Apple,86.9,69.3,92.8,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250802569,U17453,2024-07-24 06:20:32,USA,Web,Tommy Hilfiger,Bottoms,Shorts,Red,Linen,2094.88,35,1361.67,Male,25,150.1,66.0,29.3,Athletic,91.3,74.1,85.4,Alpha,S,S,Perfect,5,0,None
ORD250801128,U43853,2024-10-14 23:38:32,India,App,Adidas,Bottoms,Shorts,White,Synthetic,2056.33,15,1747.88,Female,27,166.3,60.1,21.7,Apple,87.8,69.6,92.8,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250808330,U27302,2025-01-03 21:41:33,India,App,Marks & Spencer,Tops,Sweatshirt,White,Silk,1051.67,5,999.09,Male,40,182.7,69.4,20.8,Petite,99.0,81.1,95.9,Alpha,M,M,Perfect,5,0,None
ORD250805407,U35610,2025-07-20 01:04:33,Singapore,App,Levi's,Activewear,Running Shorts,Red,Silk,3413.95,15,2901.86,Male,25,177.5,50.0,15.9,Pear,90.3,74.4,89.2,Alpha,S,L,Too Large,1,1,Size too large
ORD250801428,U36079,2024-09-14 00:13:32,India,Web,Van Heusen,Accessories,Backpack,Purple,Linen,2919.85,15,2481.87,Male,34,178.8,75.5,23.6,Hourglass,100.3,81.9,96.1,Alpha,M,XL,Too Large,1,1,Size too large
ORD250809334,U21670,2025-07-26 23:50:34,India,Web,Levi's,Tops,Sweatshirt,Yellow,Blends,921.29,40,552.77,Male,40,188.5,81.9,23.0,Hourglass,104.9,85.8,100.7,Alpha,M,XS,Too Small,1,1,Size too small
ORD250806274,U90828,2024-05-28 18:25:33,India,App,Gap,Dresses,Maxi,Blue,Denim,3035.05,15,2579.79,Male,34,176.8,72.4,23.2,Plus,98.6,80.6,94.6,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250808893,U84995,2023-11-11 04:12:34,India,Web,Forever 21,Ethnicwear,Kurti,Grey,Blends,6905.72,5,6560.43,Male,39,171.1,60.3,20.6,Pear,92.4,75.7,89.6,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250808639,U96875,2024-11-23 01:54:34,India,App,Levi's,Tops,Sweatshirt,Brown,Synthetic,1614.3,20,1291.44,Female,35,162.9,72.6,27.4,Petite,93.8,73.8,97.7,Alpha,S,XS,Too Small,1,1,Size too small
ORD250803697,U49746,2024-03-30 04:10:33,India,App,Van Heusen,Tops,Sweatshirt,Maroon,Wool,1094.98,35,711.74,Male,21,175.2,69.1,22.5,Plus,97.0,79.3,93.3,Alpha,M,M,Perfect,5,0,None
ORD250809334,U21670,2025-07-26 23:50:34,India,Web,Levi's,Tops,Sweatshirt,Yellow,Blends,921.29,40,552.77,Male,40,188.5,81.9,23.0,Hourglass,104.9,85.8,100.7,Alpha,M,XS,Too Small,1,1,Size too small
ORD250807690,U54361,2024-04-09 05:17:33,India,Store,Biba,Ethnicwear,Sherwani,Maroon,Blends,3430.95,30,2401.66,Unisex,35,151.3,73.9,32.3,Hourglass,94.6,73.8,97.1,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250807956,U46908,2024-09-09 22:47:33,UAE,Store,Biba,Accessories,Handbag,Blue,Linen,2734.91,20,2187.93,Unisex,45,158.4,70.3,28.0,Apple,92.4,72.5,95.9,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250801600,U26049,2023-12-14 23:57:32,India,Store,Tommy Hilfiger,Footwear,Sneakers,Navy,Blends,12160.4,15,10336.34,Male,42,159.0,90.2,35.7,Plus,103.9,83.9,95.2,Numeric,7,9,Too Large,1,1,Size too large
ORD250810740,U75120,2024-08-19 03:34:34,India,Web,Zara,Bottoms,Jeans,Blue,Denim,2544.14,0,2544.14,Male,29,165.3,82.1,30.0,Athletic,100.6,81.6,94.0,Alpha,M,M,Perfect,5,0,None
ORD250801284,U90488,2024-02-26 01:15:32,India,Marketplace,Marks & Spencer,Tops,Blouse,Green,Leather,1226.51,20,981.21,Male,21,166.3,87.4,31.6,Pear,103.0,83.5,95.8,Alpha,M,M,Perfect,5,0,None
ORD250809669,U59694,2024-01-27 02:55:34,India,Store,Forever 21,Bottoms,Leggings,Beige,Silk,2351.73,30,1646.21,Male,48,156.4,70.0,28.6,Athletic,94.0,76.3,88.2,Alpha,S,L,Too Large,1,1,Size too large
ORD250807726,U43940,2024-03-14 23:55:33,India,Web,Roadster,Ethnicwear,Lehenga,Purple,Denim,3815.11,30,2670.58,Male,34,160.7,77.5,30.0,Rectangle,98.0,79.5,91.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250804004,U80648,2023-12-14 19:31:33,India,Store,Marks & Spencer,Tops,Polo,Brown,Cotton,1341.3,25,1005.97,Unisex,30,165.9,75.7,27.5,Petite,95.6,75.2,99.5,Alpha,S,L,Too Large,1,1,Size too large
ORD250802425,U36997,2024-07-11 07:04:32,India,Marketplace,Under Armour,Accessories,Socks,Red,Wool,1640.9,15,1394.77,Male,22,165.5,77.0,28.1,Apple,98.4,80.0,92.6,Alpha,M,M,Perfect,5,0,None
ORD250805833,U69546,2024-12-06 04:27:33,USA,Web,Mango,Bottoms,Leggings,Maroon,Rayon,1918.75,20,1535.0,Male,26,174.9,88.8,29.0,Apple,104.6,85.0,98.3,Alpha,M,XS,Too Small,1,1,Size too small
ORD250806040,U24799,2023-10-26 01:45:33,USA,Web,Levi's,Accessories,Socks,Grey,Synthetic,2495.44,15,2121.12,Female,23,157.4,60.4,24.4,Athletic,86.8,68.5,91.0,Alpha,XS,XS,Perfect,5,0,None
ORD250805183,U32069,2025-04-17 19:37:33,India,Marketplace,Biba,Dresses,Fit & Flare,Blue,Leather,3009.37,50,1504.68,Male,38,173.9,80.9,26.8,Plus,101.3,82.5,96.0,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250805581,U14470,2025-04-01 03:59:33,Canada,App,Gap,Accessories,Socks,Red,Wool,1223.18,20,978.54,Female,38,179.3,57.3,17.8,Plus,89.2,71.1,95.4,Alpha,S,XS,Too Small,1,1,Size too small
ORD250805175,U40763,2023-09-13 18:21:33,UK,App,Calvin Klein,Dresses,A-Line,Black,Rayon,2133.25,10,1919.92,Female,28,165.8,64.2,23.4,Petite,89.8,71.0,94.5,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250800961,U88377,2024-07-19 19:31:32,India,App,Gap,Ethnicwear,Kurti,Pink,Rayon,3500.42,40,2100.25,Unisex,34,177.9,70.3,22.2,Inverted Triangle,94.6,74.9,99.9,Alpha,S,L,Too Large,1,1,Size too large
ORD250809551,U47545,2024-08-23 06:02:34,UAE,Web,Gap,Footwear,Boots,Black,Rayon,5401.28,50,2700.64,Female,19,160.2,63.8,24.9,Apple,88.9,70.1,93.1,Numeric,9,9,Perfect,5,0,None
ORD250810890,U98777,2024-11-21 20:01:34,India,App,Allen Solly,Activewear,Track Pants,Brown,Polyester,1805.64,20,1444.51,Unisex,30,158.1,71.6,28.6,Plus,93.1,73.0,96.5,Alpha,S,XS,Too Small,1,1,Size too small
ORD250811184,U82240,2025-07-08 21:24:34,India,Web,Marks & Spencer,Activewear,Tank,Pink,Silk,3143.5,25,2357.62,Female,36,153.0,57.7,24.6,Plus,84.8,66.9,88.9,Alpha,XS,XS,Perfect,5,0,None
ORD250800086,U24996,2024-06-20 23:29:32,India,Store,FabIndia,Ethnicwear,Sherwani,Pink,Linen,5111.85,20,4089.48,Female,19,156.7,78.4,31.9,Pear,97.0,75.7,99.7,Alpha,S,S,Perfect,5,0,None
ORD250807836,U31395,2024-08-09 01:53:33,India,Web,Van Heusen,Bottoms,Chinos,Purple,Linen,1919.73,15,1631.77,Male,38,186.4,75.9,21.8,Plus,102.3,83.7,98.7,Alpha,M,XL,Too Large,1,1,Size too large
ORD250803930,U42341,2023-11-12 17:50:33,India,Web,Zara,Tops,T-Shirt,Grey,Rayon,1151.6,40,690.96,Male,26,169.8,59.2,20.5,Pear,91.6,75.1,88.8,Alpha,S,XS,Too Small,1,1,Size too small
ORD250811263,U60098,2024-10-04 03:02:34,India,Marketplace,Marks & Spencer,Outerwear,Blazer,Brown,Cotton,7149.11,25,5361.83,Female,29,167.2,57.9,20.7,Petite,86.8,68.9,92.1,Alpha,XS,XS,Perfect,5,0,None
ORD250811525,U83821,2024-05-15 18:33:34,USA,App,Marks & Spencer,Bottoms,Trousers,Pink,Silk,2183.42,40,1310.05,Male,16,172.9,76.9,25.7,Apple,99.6,81.2,94.6,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250809086,U12168,2024-11-17 02:24:34,India,App,Marks & Spencer,Outerwear,Jacket,White,Blends,5142.64,40,3085.58,Male,26,176.1,69.9,22.5,Petite,97.5,79.7,93.8,Alpha,M,M,Perfect,5,0,None
ORD250807957,U67694,2024-03-18 22:15:33,India,Store,Nike,Bottoms,Skirt,Brown,Leather,1785.38,15,1517.57,Unisex,26,177.1,76.3,24.3,Inverted Triangle,97.1,76.7,102.0,Alpha,S,S,Perfect,5,0,None
ORD250810713,U84400,2024-06-07 18:33:34,India,Marketplace,Under Armour,Bottoms,Jeans,White,Polyester,2365.39,20,1892.31,Male,37,170.2,78.1,27.0,Plus,99.6,81.1,94.2,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250809330,U71071,2025-05-02 06:27:34,India,Store,Adidas,Tops,Sweatshirt,White,Denim,1672.93,10,1505.64,Female,35,151.9,83.6,36.2,Petite,100.4,78.0,102.1,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250801802,U86513,2024-01-13 02:51:32,India,Web,W,Bottoms,Skirt,Maroon,Wool,2213.85,10,1992.46,Female,39,164.9,54.2,19.9,Athletic,84.5,67.2,89.9,Alpha,XS,M,Too Large,1,1,Size too large
ORD250808569,U24275,2025-04-16 05:10:34,Canada,App,Uniqlo,Tops,T-Shirt,Green,Leather,1433.85,5,1362.16,Male,27,170.6,60.9,20.9,Plus,92.5,75.8,89.6,Alpha,S,S,Perfect,5,0,None
ORD250806950,U79239,2024-02-15 02:21:33,India,Store,Uniqlo,Dresses,Maxi,Maroon,Wool,3308.56,25,2481.42,Female,37,156.4,63.7,26.0,Pear,88.6,69.7,92.4,Alpha,XS,XS,Perfect,5,0,None
ORD250810115,U69084,2024-12-02 20:22:34,USA,Web,Under Armour,Dresses,Wrap,Pink,Polyester,1854.79,10,1669.31,Female,30,165.8,60.8,22.1,Apple,88.0,69.8,93.0,Alpha,XS,XS,Perfect,5,0,None
ORD250811564,U36594,2025-04-04 07:16:34,India,Web,Biba,Footwear,Heels,Pink,Linen,5118.6,35,3327.09,Female,30,156.3,62.0,25.4,Hourglass,87.6,69.0,91.6,Numeric,6,5,Too Small,1,1,Size too small
ORD250804765,U33954,2025-07-06 06:49:33,UK,Web,W,Outerwear,Cardigan,Maroon,Wool,3657.59,40,2194.55,Male,24,170.9,93.0,31.8,Plus,105.8,85.8,98.5,Alpha,M,XS,Too Small,1,1,Size too small
ORD250808493,U38830,2025-05-31 21:18:34,India,Store,Adidas,Tops,Polo,Yellow,Blends,1984.72,30,1389.3,Female,26,163.1,69.5,26.1,Plus,92.2,72.6,96.3,Alpha,S,L,Too Large,1,1,Size too large
ORD250810730,U79853,2024-09-28 17:56:34,India,Web,Calvin Klein,Footwear,Heels,Olive,Wool,9682.31,25,7261.73,Female,28,168.1,68.1,24.1,Hourglass,92.0,72.7,96.7,Numeric,6,8,Too Large,1,1,Size too large
ORD250806760,U46527,2024-09-24 20:54:33,India,Web,Van Heusen,Tops,Henley,Red,Blends,943.38,30,660.37,Male,31,171.5,78.3,26.6,Inverted Triangle,99.9,81.3,94.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250800384,U72108,2025-01-03 05:19:32,UAE,Marketplace,Mango,Bottoms,Shorts,Purple,Cotton,1684.69,35,1095.05,Male,50,167.8,73.7,26.2,Pear,97.3,79.3,92.3,Alpha,M,XL,Too Large,1,1,Size too large
ORD250811330,U80441,2023-10-19 06:20:34,India,Web,Tommy Hilfiger,Footwear,Heels,Beige,Leather,3469.08,0,3469.08,Male,27,170.3,87.6,30.2,Plus,103.5,84.0,96.8,Numeric,11,9,Too Small,1,1,Size too small
ORD250804381,U77468,2025-07-10 22:49:33,Canada,App,Zara,Bottoms,Jeans,Navy,Leather,1461.19,25,1095.89,Male,42,175.7,87.7,28.4,Pear,104.3,84.8,98.2,Alpha,M,XL,Too Large,1,1,Size too large
ORD250806105,U54763,2024-08-04 03:06:33,India,Store,Levi's,Tops,T-Shirt,Yellow,Synthetic,1069.27,60,427.71,Male,18,182.3,73.5,22.1,Pear,100.4,82.1,96.7,Alpha,M,M,Perfect,5,0,None
ORD250803189,U57397,2024-09-24 20:20:33,India,Web,Mango,Activewear,Sports Bra,White,Leather,4132.8,15,3512.88,Male,30,166.3,84.1,30.4,Inverted Triangle,101.6,82.4,94.9,Alpha,M,XL,Too Large,1,1,Size too large
ORD250805980,U64456,2024-07-26 21:35:33,UAE,Store,W,Ethnicwear,Saree,Grey,Synthetic,5950.51,15,5057.93,Female,34,162.3,56.8,21.6,Inverted Triangle,85.4,67.7,90.4,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250802145,U47940,2025-05-03 19:31:32,India,Web,H&M,Bottoms,Jeans,Red,Polyester,2356.19,25,1767.14,Male,39,174.7,88.2,28.9,Pear,104.4,84.8,98.1,Alpha,M,XL,Too Large,1,1,Size too large
ORD250811411,U62167,2025-06-16 19:25:34,India,Web,Puma,Tops,Polo,Purple,Linen,1083.63,5,1029.45,Male,31,176.4,65.9,21.2,Inverted Triangle,96.0,78.6,92.8,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250801547,U67045,2024-10-10 03:48:32,India,App,Calvin Klein,Accessories,Handbag,Purple,Silk,1061.76,60,424.7,Female,25,146.5,75.7,35.3,Petite,96.2,74.8,98.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250803044,U24840,2024-09-26 02:44:33,India,Store,Biba,Outerwear,Jacket,Beige,Rayon,3089.49,20,2471.59,Male,33,170.1,79.5,27.5,Petite,100.1,81.5,94.5,Alpha,M,XS,Too Small,1,1,Size too small
ORD250808736,U53630,2024-10-16 00:00:34,India,App,Allen Solly,Tops,T-Shirt,Blue,Linen,1395.1,35,906.81,Male,26,177.0,81.6,26.0,Inverted Triangle,102.2,83.3,97.0,Alpha,M,M,Perfect,5,0,None
ORD250804342,U17936,2024-09-01 01:57:33,India,App,Tommy Hilfiger,Bottoms,Chinos,Olive,Silk,3599.93,15,3059.94,Male,17,170.0,64.7,22.4,Hourglass,94.0,76.8,90.4,Alpha,S,S,Perfect,5,0,None
ORD250806528,U70457,2024-01-26 23:07:33,India,Store,Forever 21,Outerwear,Blazer,Beige,Wool,2121.97,5,2015.87,Female,34,156.8,55.0,22.4,Pear,83.6,66.2,88.3,Alpha,XS,M,Too Large,1,1,Size too large
ORD250803613,U83870,2023-12-28 04:59:33,India,Web,H&M,Activewear,Tank,White,Linen,1299.63,35,844.76,Male,32,177.7,74.8,23.7,Pear,99.8,81.5,95.5,Alpha,M,XS,Too Small,1,1,Size too small
ORD250810823,U56427,2024-03-27 05:55:34,Germany,Web,H&M,Ethnicwear,Saree,Brown,Leather,1300.4,60,520.16,Female,31,160.8,60.8,23.5,Pear,87.3,69.1,91.9,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250800310,U58422,2025-07-09 03:57:32,UAE,Store,Mango,Outerwear,Blazer,Green,Leather,3556.91,60,1422.76,Male,30,182.0,78.5,23.7,Inverted Triangle,102.1,83.4,97.8,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250802430,U66716,2025-03-08 02:48:32,USA,Web,H&M,Outerwear,Puffer,Yellow,Synthetic,7771.45,30,5440.01,Female,37,162.9,63.8,24.0,Pear,89.2,70.5,93.7,Alpha,S,S,Perfect,5,0,None
ORD250803813,U28531,2024-12-13 20:39:33,UK,Web,Under Armour,Ethnicwear,Lehenga,Pink,Polyester,4793.09,10,4313.78,Female,34,156.0,54.3,22.3,Athletic,83.1,65.8,87.7,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250811550,U90870,2025-06-07 02:26:34,UK,Web,Levi's,Bottoms,Leggings,White,Denim,1785.03,35,1160.27,Male,36,168.8,93.9,33.0,Inverted Triangle,106.0,85.8,98.2,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250810588,U62911,2024-04-15 20:13:34,India,App,Tommy Hilfiger,Dresses,Bodycon,Maroon,Rayon,4374.91,20,3499.93,Female,16,165.6,61.6,22.5,Petite,88.4,70.0,93.3,Alpha,S,S,Perfect,5,0,None
ORD250802053,U19903,2024-04-05 06:18:32,India,Web,Levi's,Bottoms,Chinos,Purple,Wool,2187.65,35,1421.97,Male,27,170.8,88.4,30.3,Apple,103.9,84.3,97.2,Alpha,M,M,Perfect,5,0,None
ORD250806240,U77120,2024-08-17 23:19:33,USA,App,Forever 21,Ethnicwear,Kurti,Olive,Leather,5919.31,40,3551.59,Male,20,172.6,66.3,22.3,Rectangle,95.2,77.9,91.7,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250802394,U37988,2024-12-29 06:52:32,USA,App,W,Ethnicwear,Kurta,Purple,Polyester,2802.65,35,1821.72,Male,25,176.6,82.6,26.5,Plus,102.5,83.5,97.2,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250811425,U32298,2024-11-25 19:25:34,India,Web,Puma,Accessories,Handbag,Yellow,Polyester,1622.6,35,1054.69,Male,28,170.9,75.5,25.9,Inverted Triangle,98.6,80.4,93.7,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250808493,U38830,2025-05-31 21:18:34,India,Store,Adidas,Tops,Polo,Yellow,Blends,1984.72,30,1389.3,Female,26,163.1,69.5,26.1,Plus,92.2,72.6,96.3,Alpha,S,L,Too Large,1,1,Size too large
ORD250806151,U23396,2025-03-31 23:50:33,USA,Web,Uniqlo,Tops,Shirt,Red,Wool,1167.77,35,759.05,Female,28,157.6,73.6,29.6,Hourglass,94.2,73.8,97.4,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
